DATE	ASS_ASSIGNMENT	prediction
2013-02-08 16:30:00.000	Gestion Clients	0.1
2013-02-08 16:30:00.000	Gestion DZ	0.0
2013-02-08 16:30:00.000	Gestion Relation Clienteles	0.1
2013-02-08 16:30:00.000	Gestion Renault	0.0
2013-02-08 16:30:00.000	Japon	1.0
2013-02-08 16:30:00.000	Manager	0.0
2013-02-08 16:30:00.000	Mécanicien	0.3
2013-02-08 16:30:00.000	Médical	13.7
2013-02-08 16:30:00.000	Nuit	0.0
2013-02-08 16:30:00.000	Prestataires	0.0
2013-02-08 16:30:00.000	RENAULT	22.4
2013-02-08 16:30:00.000	RTC	6.7
2013-02-08 16:30:00.000	Regulation Medicale	0.5
2013-02-08 16:30:00.000	SAP	0.1
2013-02-08 16:30:00.000	Services	27.9
2013-02-08 16:30:00.000	Tech. Axa	145.0
2013-02-08 16:30:00.000	Tech. Inter	11.9
2013-02-08 16:30:00.000	Tech. Total	46.4
2013-02-08 16:30:00.000	Téléphonie	217.8
2013-02-08 17:00:00.000	CAT	76.6
2013-02-08 17:00:00.000	CMS	0.1
2013-02-08 17:00:00.000	Domicile	20.0
2013-02-08 17:00:00.000	Gestion	0.0
2013-02-08 17:00:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 17:00:00.000	Gestion Assurances	0.0
2013-02-08 17:00:00.000	Gestion Clients	0.1
2013-02-08 17:00:00.000	Gestion DZ	0.0
2013-02-08 17:00:00.000	Gestion Relation Clienteles	0.1
2013-02-08 17:00:00.000	Gestion Renault	0.0
2013-02-08 17:00:00.000	Japon	0.7
2013-02-08 17:00:00.000	Manager	0.0
2013-02-08 17:00:00.000	Mécanicien	0.4
2013-02-08 17:00:00.000	Médical	13.5
2013-02-08 17:00:00.000	Nuit	0.0
2013-02-08 17:00:00.000	Prestataires	0.0
2013-02-08 17:00:00.000	RENAULT	23.0
2013-02-08 17:00:00.000	RTC	5.0
2013-02-08 17:00:00.000	Regulation Medicale	0.6
2013-02-08 17:00:00.000	SAP	0.1
2013-02-08 17:00:00.000	Services	22.3
2013-02-08 17:00:00.000	Tech. Axa	135.6
2013-02-08 17:00:00.000	Tech. Inter	10.6
2013-02-08 17:00:00.000	Tech. Total	43.2
2013-02-08 17:00:00.000	Téléphonie	184.2
2013-02-08 17:30:00.000	CAT	64.6
2013-02-08 17:30:00.000	CMS	0.0
2013-02-08 17:30:00.000	Domicile	9.2
2013-02-08 17:30:00.000	Gestion	0.0
2013-02-08 17:30:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 17:30:00.000	Gestion Assurances	0.0
2013-02-08 17:30:00.000	Gestion Clients	0.0
2013-02-08 17:30:00.000	Gestion DZ	0.0
2013-02-08 17:30:00.000	Gestion Relation Clienteles	0.0
2013-02-08 17:30:00.000	Gestion Renault	0.0
2013-02-08 17:30:00.000	Japon	0.8
2013-02-08 17:30:00.000	Manager	0.0
2013-02-08 17:30:00.000	Mécanicien	0.0
2013-02-08 17:30:00.000	Médical	14.7
2013-02-08 17:30:00.000	Nuit	0.0
2013-02-08 17:30:00.000	RENAULT	26.5
2013-02-08 17:30:00.000	RTC	3.3
2013-02-08 17:30:00.000	Regulation Medicale	0.8
2013-02-08 17:30:00.000	SAP	0.0
2013-02-08 17:30:00.000	Services	15.5
2013-02-08 17:30:00.000	Tech. Axa	129.2
2013-02-08 17:30:00.000	Tech. Inter	11.9
2013-02-08 17:30:00.000	Tech. Total	35.5
2013-02-08 17:30:00.000	Téléphonie	166.2
2013-02-08 18:00:00.000	CAT	49.3
2013-02-08 18:00:00.000	CMS	0.0
2013-02-08 18:00:00.000	Domicile	10.7
2013-02-08 18:00:00.000	Gestion	0.0
2013-02-08 18:00:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 18:00:00.000	Gestion Assurances	0.0
2013-02-08 18:00:00.000	Gestion Clients	0.0
2013-02-08 18:00:00.000	Gestion DZ	0.0
2013-02-08 18:00:00.000	Gestion Relation Clienteles	0.0
2013-02-08 18:00:00.000	Gestion Renault	0.0
2013-02-08 18:00:00.000	Japon	0.3
2013-02-08 18:00:00.000	Manager	0.0
2013-02-08 18:00:00.000	Médical	13.6
2013-02-08 18:00:00.000	Nuit	0.0
2013-02-08 18:00:00.000	RENAULT	19.3
2013-02-08 18:00:00.000	RTC	0.4
2013-02-08 18:00:00.000	Regulation Medicale	0.7
2013-02-08 18:00:00.000	SAP	0.1
2013-02-08 18:00:00.000	Services	18.2
2013-02-08 18:00:00.000	Tech. Axa	123.5
2013-02-08 18:00:00.000	Tech. Inter	8.1
2013-02-08 18:00:00.000	Tech. Total	34.1
2013-02-08 18:00:00.000	Téléphonie	113.7
2013-02-08 18:30:00.000	CAT	42.9
2013-02-08 18:30:00.000	CMS	0.0
2013-02-08 18:30:00.000	Domicile	5.3
2013-02-08 18:30:00.000	Gestion	0.0
2013-02-08 18:30:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 18:30:00.000	Gestion Assurances	0.0
2013-02-08 18:30:00.000	Gestion Clients	0.0
2013-02-08 18:30:00.000	Gestion DZ	0.0
2013-02-08 18:30:00.000	Gestion Relation Clienteles	0.1
2013-02-08 18:30:00.000	Gestion Renault	0.0
2013-02-08 18:30:00.000	Japon	0.3
2013-02-08 18:30:00.000	Manager	0.0
2013-02-08 18:30:00.000	Médical	9.5
2013-02-08 18:30:00.000	Nuit	0.0
2013-02-08 18:30:00.000	RENAULT	17.3
2013-02-08 18:30:00.000	Regulation Medicale	1.1
2013-02-08 18:30:00.000	SAP	0.0
2013-02-08 18:30:00.000	Services	14.3
2013-02-08 18:30:00.000	Tech. Axa	87.8
2013-02-08 18:30:00.000	Tech. Inter	6.6
2013-02-08 18:30:00.000	Tech. Total	21.2
2013-02-08 18:30:00.000	Téléphonie	91.2
2013-02-08 19:00:00.000	CAT	7.6
2013-02-08 19:00:00.000	CMS	0.0
2013-02-08 19:00:00.000	Domicile	3.0
2013-02-08 19:00:00.000	Gestion	0.0
2013-02-08 19:00:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 19:00:00.000	Gestion Assurances	0.0
2013-02-08 19:00:00.000	Gestion Relation Clienteles	0.0
2013-02-08 19:00:00.000	Gestion Renault	0.0
2013-02-08 19:00:00.000	Japon	0.3
2013-02-08 19:00:00.000	Manager	0.0
2013-02-08 19:00:00.000	Médical	7.9
2013-02-08 19:00:00.000	Nuit	0.0
2013-02-08 19:00:00.000	RENAULT	11.2
2013-02-08 19:00:00.000	Regulation Medicale	1.2
2013-02-08 19:00:00.000	SAP	0.0
2013-02-08 19:00:00.000	Services	7.7
2013-02-08 19:00:00.000	Tech. Axa	83.2
2013-02-08 19:00:00.000	Tech. Inter	6.3
2013-02-08 19:00:00.000	Tech. Total	16.8
2013-02-08 19:00:00.000	Téléphonie	58.3
2013-02-08 19:30:00.000	CMS	0.0
2013-02-08 19:30:00.000	Domicile	1.8
2013-02-08 19:30:00.000	Gestion	0.0
2013-02-08 19:30:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 19:30:00.000	Gestion Assurances	0.0
2013-02-08 19:30:00.000	Gestion Relation Clienteles	0.0
2013-02-08 19:30:00.000	Gestion Renault	0.0
2013-02-08 19:30:00.000	Japon	0.5
2013-02-08 19:30:00.000	Manager	0.0
2013-02-08 19:30:00.000	Médical	6.4
2013-02-08 19:30:00.000	Nuit	0.0
2013-02-08 19:30:00.000	RENAULT	7.6
2013-02-08 19:30:00.000	Regulation Medicale	0.4
2013-02-08 19:30:00.000	SAP	0.0
2013-02-08 19:30:00.000	Services	7.1
2013-02-08 19:30:00.000	Tech. Axa	50.5
2013-02-08 19:30:00.000	Tech. Inter	4.1
2013-02-08 19:30:00.000	Tech. Total	10.7
2013-02-08 19:30:00.000	Téléphonie	41.8
2013-02-08 20:00:00.000	CMS	0.0
2013-02-08 20:00:00.000	Domicile	1.1
2013-02-08 20:00:00.000	Gestion	0.0
2013-02-08 20:00:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 20:00:00.000	Gestion Assurances	0.0
2013-02-08 20:00:00.000	Gestion Relation Clienteles	0.0
2013-02-08 20:00:00.000	Gestion Renault	0.0
2013-02-08 20:00:00.000	Japon	0.7
2013-02-08 20:00:00.000	Manager	0.0
2013-02-08 20:00:00.000	Médical	6.1
2013-02-08 20:00:00.000	Nuit	0.0
2013-02-08 20:00:00.000	RENAULT	7.5
2013-02-08 20:00:00.000	Regulation Medicale	0.6
2013-02-08 20:00:00.000	SAP	0.0
2013-02-08 20:00:00.000	Services	3.7
2013-02-08 20:00:00.000	Tech. Axa	49.0
2013-02-08 20:00:00.000	Tech. Inter	5.3
2013-02-08 20:00:00.000	Tech. Total	11.9
2013-02-08 20:00:00.000	Téléphonie	45.9
2013-02-08 20:30:00.000	Domicile	0.4
2013-02-08 20:30:00.000	Gestion	0.0
2013-02-08 20:30:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 20:30:00.000	Gestion Assurances	0.0
2013-02-08 20:30:00.000	Gestion Relation Clienteles	0.0
2013-02-08 20:30:00.000	Gestion Renault	0.0
2013-02-08 20:30:00.000	Japon	0.3
2013-02-08 20:30:00.000	Manager	0.0
2013-02-08 20:30:00.000	Médical	3.7
2013-02-08 20:30:00.000	Nuit	0.0
2013-02-08 20:30:00.000	RENAULT	7.7
2013-02-08 20:30:00.000	Regulation Medicale	0.2
2013-02-08 20:30:00.000	SAP	0.0
2013-02-08 20:30:00.000	Services	4.2
2013-02-08 20:30:00.000	Tech. Axa	44.8
2013-02-08 20:30:00.000	Tech. Inter	6.3
2013-02-08 20:30:00.000	Tech. Total	8.8
2013-02-08 20:30:00.000	Téléphonie	34.1
2013-02-08 21:00:00.000	Domicile	1.1
2013-02-08 21:00:00.000	Gestion	0.0
2013-02-08 21:00:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 21:00:00.000	Gestion Assurances	0.0
2013-02-08 21:00:00.000	Gestion Relation Clienteles	0.0
2013-02-08 21:00:00.000	Gestion Renault	0.0
2013-02-08 21:00:00.000	Japon	0.9
2013-02-08 21:00:00.000	Manager	0.0
2013-02-08 21:00:00.000	Médical	2.6
2013-02-08 21:00:00.000	Nuit	0.0
2013-02-08 21:00:00.000	RENAULT	6.1
2013-02-08 21:00:00.000	Regulation Medicale	0.2
2013-02-08 21:00:00.000	SAP	0.0
2013-02-08 21:00:00.000	Services	3.4
2013-02-08 21:00:00.000	Tech. Axa	37.0
2013-02-08 21:00:00.000	Tech. Inter	4.9
2013-02-08 21:00:00.000	Tech. Total	7.5
2013-02-08 21:00:00.000	Téléphonie	28.3
2013-02-08 21:30:00.000	Domicile	1.1
2013-02-08 21:30:00.000	Gestion	0.0
2013-02-08 21:30:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 21:30:00.000	Gestion Assurances	0.0
2013-02-08 21:30:00.000	Gestion Relation Clienteles	0.0
2013-02-08 21:30:00.000	Gestion Renault	0.0
2013-02-08 21:30:00.000	Japon	0.2
2013-02-08 21:30:00.000	Manager	0.0
2013-02-08 21:30:00.000	Médical	3.0
2013-02-08 21:30:00.000	Nuit	0.0
2013-02-08 21:30:00.000	RENAULT	2.6
2013-02-08 21:30:00.000	Regulation Medicale	0.1
2013-02-08 21:30:00.000	SAP	0.0
2013-02-08 21:30:00.000	Services	4.2
2013-02-08 21:30:00.000	Tech. Axa	32.6
2013-02-08 21:30:00.000	Tech. Inter	2.5
2013-02-08 21:30:00.000	Tech. Total	4.4
2013-02-08 21:30:00.000	Téléphonie	23.1
2013-02-08 22:00:00.000	Domicile	0.0
2013-02-08 22:00:00.000	Gestion	0.0
2013-02-08 22:00:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 22:00:00.000	Gestion Assurances	0.0
2013-02-08 22:00:00.000	Gestion Relation Clienteles	0.0
2013-02-08 22:00:00.000	Gestion Renault	0.0
2013-02-08 22:00:00.000	Japon	0.3
2013-02-08 22:00:00.000	Manager	0.0
2013-02-08 22:00:00.000	Médical	3.1
2013-02-08 22:00:00.000	Nuit	0.2
2013-02-08 22:00:00.000	RENAULT	3.9
2013-02-08 22:00:00.000	Regulation Medicale	0.2
2013-02-08 22:00:00.000	SAP	0.0
2013-02-08 22:00:00.000	Services	3.8
2013-02-08 22:00:00.000	Tech. Axa	38.1
2013-02-08 22:00:00.000	Tech. Inter	3.3
2013-02-08 22:00:00.000	Tech. Total	5.4
2013-02-08 22:00:00.000	Téléphonie	16.2
2013-02-08 22:30:00.000	Domicile	0.0
2013-02-08 22:30:00.000	Gestion	0.0
2013-02-08 22:30:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 22:30:00.000	Gestion Assurances	0.0
2013-02-08 22:30:00.000	Gestion Relation Clienteles	0.0
2013-02-08 22:30:00.000	Gestion Renault	0.0
2013-02-08 22:30:00.000	Japon	0.2
2013-02-08 22:30:00.000	Manager	0.0
2013-02-08 22:30:00.000	Médical	2.2
2013-02-08 22:30:00.000	Nuit	0.0
2013-02-08 22:30:00.000	RENAULT	2.4
2013-02-08 22:30:00.000	Regulation Medicale	0.0
2013-02-08 22:30:00.000	SAP	0.0
2013-02-08 22:30:00.000	Services	1.3
2013-02-08 22:30:00.000	Tech. Axa	20.5
2013-02-08 22:30:00.000	Tech. Inter	3.0
2013-02-08 22:30:00.000	Tech. Total	3.3
2013-02-08 22:30:00.000	Téléphonie	12.4
2013-02-08 23:00:00.000	Domicile	0.0
2013-02-08 23:00:00.000	Gestion	0.0
2013-02-08 23:00:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 23:00:00.000	Gestion Assurances	0.0
2013-02-08 23:00:00.000	Gestion Relation Clienteles	0.0
2013-02-08 23:00:00.000	Gestion Renault	0.0
2013-02-08 23:00:00.000	Japon	0.3
2013-02-08 23:00:00.000	Manager	0.0
2013-02-08 23:00:00.000	Médical	2.4
2013-02-08 23:00:00.000	Nuit	1.6
2013-02-08 23:00:00.000	RENAULT	1.7
2013-02-08 23:00:00.000	Regulation Medicale	0.0
2013-02-08 23:00:00.000	SAP	0.0
2013-02-08 23:00:00.000	Services	1.3
2013-02-08 23:00:00.000	Tech. Axa	18.0
2013-02-08 23:00:00.000	Tech. Inter	1.5
2013-02-08 23:00:00.000	Tech. Total	3.0
2013-02-08 23:00:00.000	Téléphonie	5.9
2013-02-08 23:30:00.000	Domicile	0.0
2013-02-08 23:30:00.000	Gestion	0.0
2013-02-08 23:30:00.000	Gestion - Accueil Telephonique	0.0
2013-02-08 23:30:00.000	Gestion Assurances	0.0
2013-02-08 23:30:00.000	Gestion Relation Clienteles	0.0
2013-02-08 23:30:00.000	Gestion Renault	0.0
2013-02-08 23:30:00.000	Japon	0.2
2013-02-08 23:30:00.000	Médical	1.3
2013-02-08 23:30:00.000	Nuit	0.1
2013-02-08 23:30:00.000	RENAULT	2.9
2013-02-08 23:30:00.000	Regulation Medicale	0.7
2013-02-08 23:30:00.000	SAP	0.0
2013-02-08 23:30:00.000	Services	1.5
2013-02-08 23:30:00.000	Tech. Axa	16.4
2013-02-08 23:30:00.000	Tech. Inter	3.1
2013-02-08 23:30:00.000	Tech. Total	4.2
2013-02-08 23:30:00.000	Téléphonie	4.6
2013-03-06 00:00:00.000	CMS	0.0
2013-03-06 00:00:00.000	Domicile	0.0
2013-03-06 00:00:00.000	Gestion	0.0
2013-03-06 00:00:00.000	Gestion - Accueil Telephonique	0.4
2013-03-06 00:00:00.000	Gestion Assurances	0.0
2013-03-06 00:00:00.000	Gestion Clients	0.0
2013-03-06 00:00:00.000	Gestion DZ	0.0
2013-03-06 00:00:00.000	Gestion Relation Clienteles	0.0
2013-03-06 00:00:00.000	Gestion Renault	0.0
2013-03-06 00:00:00.000	Japon	0.1
2013-03-06 00:00:00.000	Mécanicien	0.0
2013-03-06 00:00:00.000	Médical	1.1
2013-03-06 00:00:00.000	Nuit	0.0
2013-03-06 00:00:00.000	RENAULT	2.0
2013-03-06 00:00:00.000	RTC	0.0
2013-03-06 00:00:00.000	Regulation Medicale	0.1
2013-03-06 00:00:00.000	SAP	0.0
2013-03-06 00:00:00.000	Services	0.4
2013-03-06 00:00:00.000	Tech. Axa	8.1
2013-03-06 00:00:00.000	Tech. Inter	1.2
2013-03-06 00:00:00.000	Tech. Total	0.4
2013-03-06 00:00:00.000	Téléphonie	5.5
2013-03-06 00:30:00.000	CMS	0.0
2013-03-06 00:30:00.000	Domicile	0.0
2013-03-06 00:30:00.000	Gestion	0.0
2013-03-06 00:30:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 00:30:00.000	Gestion Assurances	0.0
2013-03-06 00:30:00.000	Gestion Clients	0.0
2013-03-06 00:30:00.000	Gestion DZ	0.0
2013-03-06 00:30:00.000	Gestion Relation Clienteles	0.0
2013-03-06 00:30:00.000	Gestion Renault	0.0
2013-03-06 00:30:00.000	Japon	0.1
2013-03-06 00:30:00.000	Mécanicien	0.0
2013-03-06 00:30:00.000	Médical	0.6
2013-03-06 00:30:00.000	Nuit	0.1
2013-03-06 00:30:00.000	RENAULT	1.1
2013-03-06 00:30:00.000	RTC	0.0
2013-03-06 00:30:00.000	Regulation Medicale	0.1
2013-03-06 00:30:00.000	SAP	0.0
2013-03-06 00:30:00.000	Services	0.8
2013-03-06 00:30:00.000	Tech. Axa	5.9
2013-03-06 00:30:00.000	Tech. Inter	1.3
2013-03-06 00:30:00.000	Tech. Total	1.6
2013-03-06 00:30:00.000	Téléphonie	4.4
2013-03-06 01:00:00.000	CMS	0.0
2013-03-06 01:00:00.000	Domicile	0.0
2013-03-06 01:00:00.000	Gestion	0.0
2013-03-06 01:00:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 01:00:00.000	Gestion Assurances	0.0
2013-03-06 01:00:00.000	Gestion Clients	0.0
2013-03-06 01:00:00.000	Gestion DZ	0.0
2013-03-06 01:00:00.000	Gestion Relation Clienteles	0.0
2013-03-06 01:00:00.000	Gestion Renault	0.0
2013-03-06 01:00:00.000	Japon	0.1
2013-03-06 01:00:00.000	Mécanicien	0.0
2013-03-06 01:00:00.000	Médical	1.0
2013-03-06 01:00:00.000	Nuit	0.0
2013-03-06 01:00:00.000	RENAULT	1.1
2013-03-06 01:00:00.000	RTC	0.0
2013-03-06 01:00:00.000	Regulation Medicale	0.0
2013-03-06 01:00:00.000	SAP	0.0
2013-03-06 01:00:00.000	Services	0.1
2013-03-06 01:00:00.000	Tech. Axa	5.0
2013-03-06 01:00:00.000	Tech. Inter	0.6
2013-03-06 01:00:00.000	Tech. Total	1.4
2013-03-06 01:00:00.000	Téléphonie	2.5
2013-03-06 01:30:00.000	CMS	0.0
2013-03-06 01:30:00.000	Domicile	0.0
2013-03-06 01:30:00.000	Gestion	0.0
2013-03-06 01:30:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 01:30:00.000	Gestion Assurances	0.0
2013-03-06 01:30:00.000	Gestion Clients	0.0
2013-03-06 01:30:00.000	Gestion DZ	0.0
2013-03-06 01:30:00.000	Gestion Relation Clienteles	0.0
2013-03-06 01:30:00.000	Gestion Renault	0.0
2013-03-06 01:30:00.000	Japon	0.0
2013-03-06 01:30:00.000	Mécanicien	0.0
2013-03-06 01:30:00.000	Médical	0.5
2013-03-06 01:30:00.000	Nuit	0.0
2013-03-06 01:30:00.000	RENAULT	0.9
2013-03-06 01:30:00.000	RTC	0.0
2013-03-06 01:30:00.000	Regulation Medicale	0.0
2013-03-06 01:30:00.000	SAP	0.0
2013-03-06 01:30:00.000	Services	0.0
2013-03-06 01:30:00.000	Tech. Axa	6.5
2013-03-06 01:30:00.000	Tech. Inter	0.5
2013-03-06 01:30:00.000	Tech. Total	0.6
2013-03-06 01:30:00.000	Téléphonie	3.0
2013-03-06 02:00:00.000	CMS	0.0
2013-03-06 02:00:00.000	Domicile	0.0
2013-03-06 02:00:00.000	Gestion	0.0
2013-03-06 02:00:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 02:00:00.000	Gestion Assurances	0.0
2013-03-06 02:00:00.000	Gestion Clients	0.0
2013-03-06 02:00:00.000	Gestion DZ	0.0
2013-03-06 02:00:00.000	Gestion Relation Clienteles	0.0
2013-03-06 02:00:00.000	Gestion Renault	0.0
2013-03-06 02:00:00.000	Japon	0.0
2013-03-06 02:00:00.000	Mécanicien	0.0
2013-03-06 02:00:00.000	Médical	0.7
2013-03-06 02:00:00.000	Nuit	0.0
2013-03-06 02:00:00.000	RENAULT	0.6
2013-03-06 02:00:00.000	RTC	0.0
2013-03-06 02:00:00.000	Regulation Medicale	0.0
2013-03-06 02:00:00.000	SAP	0.0
2013-03-06 02:00:00.000	Services	0.0
2013-03-06 02:00:00.000	Tech. Axa	3.0
2013-03-06 02:00:00.000	Tech. Inter	0.5
2013-03-06 02:00:00.000	Tech. Total	0.8
2013-03-06 02:00:00.000	Téléphonie	2.2
2013-03-06 02:30:00.000	CMS	0.0
2013-03-06 02:30:00.000	Domicile	0.0
2013-03-06 02:30:00.000	Gestion	0.0
2013-03-06 02:30:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 02:30:00.000	Gestion Assurances	0.0
2013-03-06 02:30:00.000	Gestion Clients	0.0
2013-03-06 02:30:00.000	Gestion DZ	0.0
2013-03-06 02:30:00.000	Gestion Relation Clienteles	0.0
2013-03-06 02:30:00.000	Gestion Renault	0.0
2013-03-06 02:30:00.000	Japon	0.0
2013-03-06 02:30:00.000	Mécanicien	0.0
2013-03-06 02:30:00.000	Médical	1.4
2013-03-06 02:30:00.000	Nuit	0.0
2013-03-06 02:30:00.000	RENAULT	0.2
2013-03-06 02:30:00.000	RTC	0.0
2013-03-06 02:30:00.000	Regulation Medicale	0.0
2013-03-06 02:30:00.000	SAP	0.0
2013-03-06 02:30:00.000	Services	0.0
2013-03-06 02:30:00.000	Tech. Axa	2.4
2013-03-06 02:30:00.000	Tech. Inter	0.8
2013-03-06 02:30:00.000	Tech. Total	0.8
2013-03-06 02:30:00.000	Téléphonie	1.8
2013-03-06 03:00:00.000	CMS	0.0
2013-03-06 03:00:00.000	Domicile	0.0
2013-03-06 03:00:00.000	Gestion	0.0
2013-03-06 03:00:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 03:00:00.000	Gestion Assurances	0.0
2013-03-06 03:00:00.000	Gestion Clients	0.0
2013-03-06 03:00:00.000	Gestion DZ	0.0
2013-03-06 03:00:00.000	Gestion Relation Clienteles	0.0
2013-03-06 03:00:00.000	Gestion Renault	0.0
2013-03-06 03:00:00.000	Japon	0.0
2013-03-06 03:00:00.000	Mécanicien	0.0
2013-03-06 03:00:00.000	Médical	1.2
2013-03-06 03:00:00.000	Nuit	0.0
2013-03-06 03:00:00.000	RENAULT	0.1
2013-03-06 03:00:00.000	RTC	0.0
2013-03-06 03:00:00.000	Regulation Medicale	0.0
2013-03-06 03:00:00.000	SAP	0.0
2013-03-06 03:00:00.000	Services	0.1
2013-03-06 03:00:00.000	Tech. Axa	3.1
2013-03-06 03:00:00.000	Tech. Inter	0.2
2013-03-06 03:00:00.000	Tech. Total	0.5
2013-03-06 03:00:00.000	Téléphonie	2.4
2013-03-06 03:30:00.000	CMS	0.0
2013-03-06 03:30:00.000	Domicile	0.0
2013-03-06 03:30:00.000	Gestion	0.0
2013-03-06 03:30:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 03:30:00.000	Gestion Assurances	0.0
2013-03-06 03:30:00.000	Gestion Clients	0.0
2013-03-06 03:30:00.000	Gestion DZ	0.0
2013-03-06 03:30:00.000	Gestion Relation Clienteles	0.0
2013-03-06 03:30:00.000	Gestion Renault	0.0
2013-03-06 03:30:00.000	Japon	0.0
2013-03-06 03:30:00.000	Mécanicien	0.0
2013-03-06 03:30:00.000	Médical	1.0
2013-03-06 03:30:00.000	Nuit	0.0
2013-03-06 03:30:00.000	RENAULT	0.1
2013-03-06 03:30:00.000	RTC	0.0
2013-03-06 03:30:00.000	Regulation Medicale	0.2
2013-03-06 03:30:00.000	SAP	0.0
2013-03-06 03:30:00.000	Services	0.0
2013-03-06 03:30:00.000	Tech. Axa	1.7
2013-03-06 03:30:00.000	Tech. Inter	0.0
2013-03-06 03:30:00.000	Tech. Total	0.7
2013-03-06 03:30:00.000	Téléphonie	2.5
2013-03-06 04:00:00.000	CMS	0.0
2013-03-06 04:00:00.000	Domicile	0.0
2013-03-06 04:00:00.000	Gestion	0.0
2013-03-06 04:00:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 04:00:00.000	Gestion Assurances	0.0
2013-03-06 04:00:00.000	Gestion Clients	0.0
2013-03-06 04:00:00.000	Gestion DZ	0.0
2013-03-06 04:00:00.000	Gestion Relation Clienteles	0.0
2013-03-06 04:00:00.000	Gestion Renault	0.0
2013-03-06 04:00:00.000	Japon	0.0
2013-03-06 04:00:00.000	Mécanicien	0.0
2013-03-06 04:00:00.000	Médical	0.5
2013-03-06 04:00:00.000	Nuit	0.0
2013-03-06 04:00:00.000	RENAULT	0.0
2013-03-06 04:00:00.000	RTC	0.0
2013-03-06 04:00:00.000	Regulation Medicale	0.0
2013-03-06 04:00:00.000	SAP	0.0
2013-03-06 04:00:00.000	Services	0.0
2013-03-06 04:00:00.000	Tech. Axa	2.5
2013-03-06 04:00:00.000	Tech. Inter	0.1
2013-03-06 04:00:00.000	Tech. Total	1.0
2013-03-06 04:00:00.000	Téléphonie	1.7
2013-03-06 04:30:00.000	CMS	0.0
2013-03-06 04:30:00.000	Domicile	0.0
2013-03-06 04:30:00.000	Gestion	0.0
2013-03-06 04:30:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 04:30:00.000	Gestion Assurances	0.0
2013-03-06 04:30:00.000	Gestion Clients	0.0
2013-03-06 04:30:00.000	Gestion DZ	0.0
2013-03-06 04:30:00.000	Gestion Relation Clienteles	0.0
2013-03-06 04:30:00.000	Gestion Renault	0.0
2013-03-06 04:30:00.000	Japon	0.0
2013-03-06 04:30:00.000	Mécanicien	0.0
2013-03-06 04:30:00.000	Médical	0.8
2013-03-06 04:30:00.000	Nuit	0.0
2013-03-06 04:30:00.000	RENAULT	0.2
2013-03-06 04:30:00.000	RTC	0.0
2013-03-06 04:30:00.000	Regulation Medicale	0.0
2013-03-06 04:30:00.000	SAP	0.0
2013-03-06 04:30:00.000	Services	0.1
2013-03-06 04:30:00.000	Tech. Axa	2.5
2013-03-06 04:30:00.000	Tech. Inter	0.1
2013-03-06 04:30:00.000	Tech. Total	0.2
2013-03-06 04:30:00.000	Téléphonie	1.5
2013-03-06 05:00:00.000	CMS	0.0
2013-03-06 05:00:00.000	Domicile	0.0
2013-03-06 05:00:00.000	Gestion	0.0
2013-03-06 05:00:00.000	Gestion - Accueil Telephonique	0.0
2013-03-06 05:00:00.000	Gestion Assurances	0.0
2013-03-06 05:00:00.000	Gestion Clients	0.0
2013-03-06 05:00:00.000	Gestion DZ	0.0
2013-03-06 05:00:00.000	Gestion Relation Clienteles	0.0
2013-03-06 05:00:00.000	Gestion Renault	0.0
2013-03-06 05:00:00.000	Japon	0.1
2013-03-06 05:00:00.000	Mécanicien	0.0
2013-03-06 05:00:00.000	Médical	1.8
2013-03-06 05:00:00.000	Nuit	0.0
2013-03-06 05:00:00.000	RENAULT	0.6
2013-03-06 05:00:00.000	RTC	0.0
2013-03-06 05:00:00.000	Regulation Medicale	0.0
2013-03-06 05:00:00.000	SAP	0.0
2013-03-06 05:00:00.000	Services	0.1
2013-03-06 05:00:00.000	Tech. Axa	2.2
2013-03-06 05:00:00.000	Tech. Inter	0.0
2013-03-06 05:00:00.000	Tech. Total	0.3
2013-03-06 05:00:00.000	Téléphonie	0.7
2013-03-06 05:30:00.000	CMS	0.0
2013-03-06 05:30:00.000	Domicile	0.0
2013-03-06 05:30:00.000	Gestion	0.0
